"entrez_ID","ensembl_ID_CPF","merged_symbol_CPF","merged_description_CPF","logFC_CPF","logFC_MPI","FC_CPF","FC_MPI","rank"
"111574855","ENSAOCG00000003712","LOC111574855_ENSAOCG00000003712","myosin heavy chain, fast skeletal muscle-like.3",1.25423588012436,1.29557033987037,2.38540772609147,2.45474019386033,101
"111584778","ENSAOCG00000017130","LOC111584778_HMOX1","heme oxygenase-like",1.07539234626205,1.7132458021365,2.10729508069565,3.27897704542304,101
"111576442",NA,"ankrd9","ankyrin repeat domain 9",1.05442153302586,1.74202314965215,2.07688528598121,3.34503927411424,103
"129348257",NA,"LOC129348257","uncharacterized LOC129348257",1.50508825822605,1.07648310546165,2.83842035012408,2.10888891762376,105
"111568175","ENSAOCG00000014243","gh1","growth hormone 1",1.38195839739934,1.13013852024171,2.60621914281734,2.18879754964336,106
"111574384",NA,"LOC111574384","transmembrane protein 82-like",1.15490937934254,1.42444817223343,2.22670336513687,2.68411813974013,106
"111584669","ENSAOCG00000020282","crebrf","creb3 regulatory factor",1.48546791421204,1.0722423633147,2.80007974336362,2.10269902816649,107
"111576273","ENSAOCG00000019561","si:ch211-117c9.2_SLC26A6","solute carrier family 26 member 6.1",1.13112289153509,1.43785978182872,2.19029150687928,2.70918663136775,107
"111582428","ENSAOCG00000009975","tp53inp1","tumor protein p53 inducible nuclear protein 1",1.12981971742698,1.44900576877235,2.18831392856807,2.73019835274228,107
"111575832","ENSAOCG00000010759","pik3ip1","phosphoinositide-3-kinase interacting protein 1",1.18157588493063,1.34011335010495,2.26824406669602,2.53171209245619,109
"111577244","ENSAOCG00000003542","mospd1","motile sperm domain containing 1",1.44022075020795,1.06050646838484,2.7136238411841,2.08566358025441,111
"111589192","ENSAOCG00000014816","cubn","cubilin (intrinsic factor-cobalamin receptor)",1.05510934692796,1.56688568502294,2.07787569012904,2.96264483534281,111
"111570992",NA,"LOC111570992","polyunsaturated fatty acid lipoxygenase ALOX15B-like.1",1.41226704592784,1.05145537414746,2.66155069527613,2.07261962825109,114
"111572094",NA,"LOC111572094","2-epi-5-epi-valiolone synthase-like",1.19999723649094,1.23647204225557,2.29739230929235,2.35621639473405,115
"111568765","ENSAOCG00000016186","sesn4_ENSAOCG00000016186","sestrin 4",1.14088911686088,1.31165032254129,2.20516883401894,2.482253266689,115
"111564707","ENSAOCG00000017497","dusp2","dual specificity phosphatase 2",1.29922509160966,1.09045578708984,2.46096662353659,2.12941299885174,117
"111575358","ENSAOCG00000009353","pnp5a","purine nucleoside phosphorylase 5a",1.22329748739955,1.14223977215507,2.33479759522627,2.20723428618665,120
"111586568","ENSAOCG00000023561","LOC111586568_ENSAOCG00000023561","lipoprotein lipase",1.51403077930045,1.005016655239,2.85606889176562,2.00696666637608,125
"111565918","ENSAOCG00000010543","hnf4g_ENSAOCG00000010543","hepatocyte nuclear factor 4, gamma",1.16949248498777,1.15777979968959,2.24932555659102,2.23113807732362,125
"111569442","ENSAOCG00000010170","LOC111569442_rbp4l","purpurin-like",1.35013593439836,1.0382507347679,2.54936145064632,2.05373599172569,126
"111570713","ENSAOCG00000006287","ctsla","cathepsin La",1.29435298839704,1.04153856234744,2.45266974854796,2.05842168731411,128
"111578645","ENSAOCG00000015187","egr3","early growth response 3",1.08878188088196,1.23814081188664,2.12694375171824,2.35894341409515,128
"111565005","ENSAOCG00000002003","enpep","glutamyl aminopeptidase",1.33900595215435,1.03200116475176,2.52976952180455,2.04485871212441,129
"129349726",NA,"LOC129349726","uncharacterized LOC129349726",1.24801810641176,1.05952581601072,2.37514914105117,2.08424636046441,129
"111575647",NA,"LOC111575647","macrophage mannose receptor 1",1.22297894582179,1.0696286675788,2.33428213770524,2.09889306778322,131
"111579787","ENSAOCG00000016473","ccng2","cyclin G2",1.28146534486756,1.03721337909141,2.43085753650436,2.05225980384746,133
"111586474","ENSAOCG00000005764","LOC111586474_ENSAOCG00000005764","macrophage mannose receptor 1-like.4",1.13155254196118,1.09762082593026,2.19094389688228,2.14001487686878,136
"111581305","ENSAOCG00000004567","notum2","notum pectinacetylesterase 2",1.09243191946453,1.10915006277415,2.13233176208281,2.1571852326119,138
"111583680","ENSAOCG00000008516","slc5a1","solute carrier family 5 member 1",1.00419797886128,1.26918593337908,2.00582810967819,2.41025524173473,138
"111577075","ENSAOCG00000006305","hsc70","heat shock cognate 70",1.22448870801724,1.02237215554078,2.33672621319567,2.03125611407206,141
"111579646","ENSAOCG00000022481","arr3b","arrestin 3b, retinal (X-arrestin)",1.03510061980501,1.19911856974187,2.04925656511628,2.29599351912744,142
"111565547",NA,"si:ch211-178n15.1","uncharacterized si:ch211-178n15.1",1.22509993611021,1.00643424873165,2.33771642614312,2.00893968287936,146
"111585762","ENSAOCG00000006921","ptgs2b","prostaglandin-endoperoxide synthase 2b",1.02464764005059,1.15648261427575,2.03446243189824,2.22913287252838,147
"111568757","ENSAOCG00000016150","foxo4","forkhead box O4",1.20742262118133,1.01282078750402,2.30924720378989,2.0178525931871,148
"111572335","ENSAOCG00000016195","LOC111572335_ENSAOCG00000016195","midnolin-like",1.19819636364221,1.01816125588369,2.29452633266606,2.02533598207761,148
"111585284","ENSAOCG00000000445","txnipa","thioredoxin interacting protein a",1.14214500592922,1.0284429375877,2.2070893044773,2.03982153779366,150
"111583387","ENSAOCG00000022187","nr4a1","nuclear receptor subfamily 4, group A, member 1",1.03409246351474,1.07883999395166,2.04782504344668,2.1123369631904,154
"111583079","ENSAOCG00000010552","ucp1","uncoupling protein 1",1.04787647166518,1.04383735976463,2.06748444004138,2.06170420110894,158
"111580327","ENSAOCG00000021866","klf15","Kruppel-like factor 15",1.04051943565192,1.0394942124142,2.05696812182603,2.05550689659945,161
"111566859","ENSAOCG00000000799","pck1","phosphoenolpyruvate carboxykinase 1 (soluble)",1.06196695176667,1.01946960201544,2.08777602900522,2.02717354464264,163
"111584764","ENSAOCG00000017579","si:ch73-361p23.3_ENSAOCG00000017579","tumor necrosis factor receptor superfamily member 4",1.07403467976414,1.0102431987595,2.10531291670303,2.01425061882773,166
"111577357","ENSAOCG00000022497","slc5a11","solute carrier family 5 member 11",1.03649446349211,1.01287055544317,2.05123738816073,2.01792220325325,170
